Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
1102,1.5049,0,0.91753,0.09674,1.94103,0,2.57547,8.81E-04,2.33281,3.99E-03,0.30123,7.70173,1,0,,,,,,,,,,,,,,,,,,,,,,
1103,1.5049,0,0.91452,0.09746,1.94098,0,2.57495,8.36E-04,2.33239,3.88E-03,0.30166,7.71081,1,0,,,,,,,,,,,,,,,,,,,,,,
1104,1.5049,0,0.91152,0.09818,1.94094,0,2.57443,7.90E-04,2.33197,3.76E-03,0.30208,7.71989,1,0,,,,,,,,,,,,,,,,,,,,,,
1105,1.5049,0,0.90844,0.09895,1.9409,0,2.57392,7.49E-04,2.33156,3.65E-03,0.30251,7.72897,1,0,,,,,,,,,,,,,,,,,,,,,,
1106,1.5049,0,0.90537,0.09972,1.94086,0,2.57341,7.08E-04,2.33115,3.55E-03,0.30294,7.73805,1,0,,,,,,,,,,,,,,,,,,,,,,
1107,1.5049,0,0.90229,0.10048,1.94081,0,2.57291,6.71E-04,2.33075,3.44E-03,0.30337,7.74713,1,0,,,,,,,,,,,,,,,,,,,,,,
1108,1.5049,0,0.89922,0.10125,1.94077,0,2.57241,6.33E-04,2.33035,3.34E-03,0.3038,7.75621,1,0,,,,,,,,,,,,,,,,,,,,,,
1109,1.5049,0,0.89614,0.10202,1.94072,0,2.57192,6.00E-04,2.32995,3.24E-03,0.30423,7.76529,1,0,,,,,,,,,,,,,,,,,,,,,,
1110,1.5049,0,0.89307,0.10278,1.94068,0,2.57143,5.67E-04,2.32954,3.14E-03,0.30466,7.77437,1,0,,,,,,,,,,,,,,,,,,,,,,
1111,1.5049,0,0.88995,0.10359,1.94064,0,2.57096,5.36E-04,2.32915,3.05E-03,0.30508,7.78345,1,0,,,,,,,,,,,,,,,,,,,,,,
1112,1.5049,0,0.88681,0.1044,1.94059,0,2.57048,5.06E-04,2.32876,2.97E-03,0.30551,7.79253,1,0,,,,,,,,,,,,,,,,,,,,,,
1113,1.50489,0,0.88368,0.10522,1.94055,0,2.57001,4.79E-04,2.32838,2.88E-03,0.30594,7.80161,1,0,,,,,,,,,,,,,,,,,,,,,,
1114,1.50489,0,0.88054,0.10604,1.9405,0,2.56954,4.52E-04,2.32799,2.79E-03,0.30637,7.81069,1,0,,,,,,,,,,,,,,,,,,,,,,
1115,1.50489,0,0.8774,0.10686,1.94046,0,2.56908,4.28E-04,2.3276,2.70E-03,0.3068,7.81977,1,0,,,,,,,,,,,,,,,,,,,,,,
1116,1.50489,0,0.87426,0.10768,1.94042,0,2.56862,4.03E-04,2.32722,2.62E-03,0.30723,7.82885,1,0,,,,,,,,,,,,,,,,,,,,,,
1117,1.50489,0,0.87108,0.10852,1.94037,0,2.56817,3.82E-04,2.32684,2.55E-03,0.30766,7.83793,1,0,,,,,,,,,,,,,,,,,,,,,,
1118,1.50489,0,0.86781,0.10942,1.94033,0,2.56772,3.60E-04,2.32646,2.47E-03,0.30808,7.84701,1,0,,,,,,,,,,,,,,,,,,,,,,
1119,1.50489,0,0.86455,0.11031,1.94028,0,2.56728,3.40E-04,2.32609,2.39E-03,0.30851,7.85609,1,0,,,,,,,,,,,,,,,,,,,,,,
1120,1.50489,0,0.86128,0.1112,1.94024,0,2.56683,3.20E-04,2.32571,2.31E-03,0.30894,7.86517,1,0,,,,,,,,,,,,,,,,,,,,,,
1121,1.50489,0,0.85801,0.11209,1.9402,0,2.5664,3.03E-04,2.32534,2.25E-03,0.30937,7.87425,1,0,,,,,,,,,,,,,,,,,,,,,,
1122,1.50488,0,0.85475,0.11298,1.94015,0,2.56596,2.85E-04,2.32498,2.18E-03,0.3098,7.88333,1,0,,,,,,,,,,,,,,,,,,,,,,
1123,1.50488,0,0.85148,0.11389,1.94011,0,2.56554,2.69E-04,2.32461,2.11E-03,0.31023,7.89241,1,0,,,,,,,,,,,,,,,,,,,,,,
1124,1.50488,0,0.84819,0.11483,1.94006,0,2.56511,2.54E-04,2.32424,2.05E-03,0.31065,7.90149,1,0,,,,,,,,,,,,,,,,,,,,,,
1125,1.50488,0,0.84491,0.11577,1.94002,0,2.56469,2.40E-04,2.32388,1.98E-03,0.31108,7.91057,1,0,,,,,,,,,,,,,,,,,,,,,,
1126,1.50488,0,0.84162,0.11671,1.93996,0,2.56427,2.26E-04,2.32352,1.92E-03,0.31151,7.91965,1,0,,,,,,,,,,,,,,,,,,,,,,
1127,1.50488,0,0.83833,0.11765,1.9399,0,2.56386,2.13E-04,2.32317,1.86E-03,0.31194,7.92873,1,0,,,,,,,,,,,,,,,,,,,,,,
1128,1.50488,0,0.83504,0.11859,1.93985,0,2.56345,2.00E-04,2.32282,1.81E-03,0.31243,7.93759,1,0,,,,,,,,,,,,,,,,,,,,,,
1129,1.50488,0,0.83176,0.11954,1.93979,0,2.56305,1.89E-04,2.32246,1.75E-03,0.31294,7.94642,1,0,,,,,,,,,,,,,,,,,,,,,,
1130,1.50488,0,0.82835,0.12056,1.93973,0,2.56264,1.78E-04,2.32211,1.69E-03,0.31344,7.95525,1,0,,,,,,,,,,,,,,,,,,,,,,
1131,1.50488,0,0.82494,0.12158,1.93967,0,2.56225,1.68E-04,2.32177,1.64E-03,0.31394,7.96407,1,0,,,,,,,,,,,,,,,,,,,,,,
1132,1.50487,0,0.82152,0.12261,1.93961,0,2.56185,1.58E-04,2.32142,1.59E-03,0.31444,7.9729,1,0,,,,,,,,,,,,,,,,,,,,,,
1133,1.50487,0,0.81811,0.12364,1.93955,0,2.56146,1.49E-04,2.32108,1.54E-03,0.31495,7.98173,1,0,,,,,,,,,,,,,,,,,,,,,,
1134,1.50487,0,0.81469,0.12467,1.93949,0,2.56107,1.40E-04,2.32074,1.49E-03,0.31545,7.99055,1,0,,,,,,,,,,,,,,,,,,,,,,
1135,1.50487,0,0.81127,0.1257,1.93943,0,2.56069,1.32E-04,2.32039,1.44E-03,0.31595,7.99938,1,0,,,,,,,,,,,,,,,,,,,,,,
1136,1.50487,0,0.8078,0.12678,1.93937,0,2.5603,1.24E-04,2.32006,1.39E-03,0.31646,8.00821,1,0,,,,,,,,,,,,,,,,,,,,,,
1137,1.50487,0,0.8043,0.12789,1.93931,0,2.55993,1.17E-04,2.31973,1.35E-03,0.31696,8.01704,1,0,,,,,,,,,,,,,,,,,,,,,,
1138,1.50487,0,0.8008,0.129,1.93925,0,2.55955,1.10E-04,2.3194,1.31E-03,0.31746,8.02586,1,0,,,,,,,,,,,,,,,,,,,,,,
1139,1.50487,0,0.7973,0.13011,1.93919,0,2.55918,1.03E-04,2.31907,1.26E-03,0.31797,8.03469,1,0,,,,,,,,,,,,,,,,,,,,,,
1140,1.50487,0,0.7938,0.13122,1.93913,0,2.55881,9.69E-05,2.31873,1.22E-03,0.31847,8.04352,1,0,,,,,,,,,,,,,,,,,,,,,,
1141,1.50486,0,0.7903,0.13233,1.93907,0,2.55844,9.13E-05,2.31841,1.18E-03,0.31897,8.05234,1,0,,,,,,,,,,,,,,,,,,,,,,
1142,1.50486,0,0.78679,0.13348,1.93901,0,2.55807,8.57E-05,2.31809,1.15E-03,0.31948,8.06117,1,0,,,,,,,,,,,,,,,,,,,,,,
1143,1.50486,0,0.78326,0.13466,1.93895,0,2.55771,8.07E-05,2.31777,1.11E-03,0.31998,8.07,1,0,,,,,,,,,,,,,,,,,,,,,,
1144,1.50486,0,0.77973,0.13584,1.93889,0,2.55735,7.57E-05,2.31745,1.07E-03,0.32048,8.07882,1,0,,,,,,,,,,,,,,,,,,,,,,
1145,1.50486,0,0.77621,0.13703,1.93883,0,2.557,7.13E-05,2.31713,1.04E-03,0.32098,8.08765,1,0,,,,,,,,,,,,,,,,,,,,,,
1146,1.50486,0,0.77268,0.13821,1.93877,0,2.55665,6.68E-05,2.31682,1.00E-03,0.32149,8.09648,1,0,,,,,,,,,,,,,,,,,,,,,,
1147,1.50486,0,0.76915,0.13939,1.93871,0,2.5563,6.29E-05,2.3165,9.72E-04,0.32199,8.10531,1,0,,,,,,,,,,,,,,,,,,,,,,
1148,1.50486,0,0.7656,0.14059,1.93865,0,2.55595,5.90E-05,2.31619,9.40E-04,0.32249,8.11413,1,0,,,,,,,,,,,,,,,,,,,,,,
1149,1.50486,0,0.76194,0.1419,1.93859,0,2.5556,5.55E-05,2.31588,9.08E-04,0.323,8.12296,1,0,,,,,,,,,,,,,,,,,,,,,,
1150,1.50485,0,0.75827,0.1432,1.93853,0,2.55526,5.20E-05,2.31557,8.76E-04,0.3235,8.13179,1,0,,,,,,,,,,,,,,,,,,,,,,
1151,1.50485,0,0.75461,0.1445,1.93847,0,2.55492,4.89E-05,2.31527,8.49E-04,0.324,8.14061,1,0,,,,,,,,,,,,,,,,,,,,,,
1152,1.50485,0,0.75095,0.1458,1.93841,0,2.55458,4.58E-05,2.31497,8.21E-04,0.32451,8.14944,1,0,,,,,,,,,,,,,,,,,,,,,,
1153,1.50485,0,0.74729,0.1471,1.93835,0,2.55425,4.31E-05,2.31467,7.94E-04,0.32501,8.15827,1,0,,,,,,,,,,,,,,,,,,,,,,
1154,1.50485,0,0.74362,0.14841,1.93829,0,2.55392,4.04E-05,2.31436,7.67E-04,0.32551,8.1671,1,0,,,,,,,,,,,,,,,,,,,,,,
1155,1.50485,0,0.73987,0.14982,1.93823,0,2.55359,3.79E-05,2.31406,7.40E-04,0.32602,8.17592,1,0,,,,,,,,,,,,,,,,,,,,,,
1156,1.50485,0,0.73611,0.15124,1.93817,0,2.55326,3.55E-05,2.31377,7.16E-04,0.32652,8.18475,1,0,,,,,,,,,,,,,,,,,,,,,,
1157,1.50485,0,0.73236,0.15265,1.93811,0,2.55293,3.34E-05,2.31348,6.93E-04,0.32702,8.19358,1,0,,,,,,,,,,,,,,,,,,,,,,
1158,1.50485,0,0.7286,0.15407,1.93805,0,2.55261,3.12E-05,2.31319,6.70E-04,0.32752,8.2024,1,0,,,,,,,,,,,,,,,,,,,,,,
1159,1.50485,0,0.72484,0.15549,1.93799,0,2.55229,2.94E-05,2.31289,6.47E-04,0.32803,8.21123,1,0,,,,,,,,,,,,,,,,,,,,,,
1160,1.50484,0,0.72109,0.1569,1.93793,0,2.55197,2.75E-05,2.3126,6.23E-04,0.32853,8.22006,1,0,,,,,,,,,,,,,,,,,,,,,,
1161,1.50484,0,0.71726,0.15843,1.93787,0,2.55165,2.58E-05,2.31232,6.04E-04,0.32903,8.22889,1,0,,,,,,,,,,,,,,,,,,,,,,
1162,1.50484,0,0.71342,0.15997,1.93781,0,2.55134,2.41E-05,2.31203,5.84E-04,0.32954,8.23771,1,0,,,,,,,,,,,,,,,,,,,,,,
1163,1.50484,0,0.70958,0.16152,1.93775,0,2.55102,2.27E-05,2.31175,5.64E-04,0.33004,8.24654,1,0,,,,,,,,,,,,,,,,,,,,,,
1164,1.50484,0,0.70573,0.16307,1.93769,0,2.55071,2.12E-05,2.31147,5.44E-04,0.33054,8.25537,1,0,,,,,,,,,,,,,,,,,,,,,,
1165,1.50484,0,0.70189,0.16461,1.93763,0,2.55041,1.99E-05,2.31118,5.25E-04,0.33105,8.26419,1,0,,,,,,,,,,,,,,,,,,,,,,
1166,1.50484,0,0.69805,0.16616,1.93757,0,2.5501,1.86E-05,2.31091,5.08E-04,0.33155,8.27302,1,0,,,,,,,,,,,,,,,,,,,,,,
1167,1.50484,0,0.69415,0.1678,1.93751,0,2.54979,1.75E-05,2.31063,4.91E-04,0.33205,8.28185,1,0,,,,,,,,,,,,,,,,,,,,,,
1168,1.50484,0,0.69023,0.16949,1.93745,0,2.54949,1.63E-05,2.31036,4.74E-04,0.33256,8.29067,1,0,,,,,,,,,,,,,,,,,,,,,,
1169,1.50483,0,0.6863,0.17119,1.93739,0,2.54919,1.53E-05,2.31008,4.57E-04,0.33306,8.2995,1,0,,,,,,,,,,,,,,,,,,,,,,
1170,1.50483,0,0.68237,0.17288,1.93733,0,2.54889,1.43E-05,2.30981,4.41E-04,0.33356,8.30833,1,0,,,,,,,,,,,,,,,,,,,,,,
1171,1.50483,0,0.67844,0.17458,1.93727,0,2.54859,1.34E-05,2.30954,4.26E-04,0.33406,8.31716,1,0,,,,,,,,,,,,,,,,,,,,,,
1172,1.50483,0,0.67451,0.17627,1.93721,0,2.5483,1.25E-05,2.30928,4.12E-04,0.33457,8.32598,1,0,,,,,,,,,,,,,,,,,,,,,,
1173,1.50483,0,0.67055,0.17804,1.93715,0,2.54801,1.18E-05,2.30901,3.98E-04,0.33507,8.33481,1,0,,,,,,,,,,,,,,,,,,,,,,
1174,1.50483,0,0.66654,0.1799,1.93709,0,2.54771,1.10E-05,2.30874,3.84E-04,0.33557,8.34364,1,0,,,,,,,,,,,,,,,,,,,,,,
1175,1.50483,0,0.66253,0.18176,1.93703,0,2.54742,1.03E-05,2.30848,3.69E-04,0.33608,8.35246,1,0,,,,,,,,,,,,,,,,,,,,,,
1176,1.50483,0,0.65852,0.18362,1.93697,0,2.54714,9.61E-06,2.30822,3.57E-04,0.33658,8.36129,1,0,,,,,,,,,,,,,,,,,,,,,,
1177,1.50483,0,0.65451,0.18548,1.93691,0,2.54685,9.01E-06,2.30796,3.45E-04,0.33708,8.37012,1,0,,,,,,,,,,,,,,,,,,,,,,
1178,1.50482,0,0.6505,0.18735,1.93685,0,2.54656,8.41E-06,2.3077,3.33E-04,0.33759,8.37895,1,0,,,,,,,,,,,,,,,,,,,,,,
1179,1.50482,0,0.64647,0.18925,1.93679,0,2.54628,7.88E-06,2.30744,3.21E-04,0.33809,8.38777,1,0,,,,,,,,,,,,,,,,,,,,,,
1180,1.50482,0,0.64239,0.1913,1.93673,0,2.546,7.35E-06,2.30718,3.09E-04,0.33859,8.3966,1,0,,,,,,,,,,,,,,,,,,,,,,
1181,1.50482,0,0.63831,0.19334,1.93667,0,2.54572,6.89E-06,2.30693,2.99E-04,0.33911,8.40493,1,0,,,,,,,,,,,,,,,,,,,,,,
1182,1.50482,0,0.63423,0.19539,1.93661,0,2.54544,6.43E-06,2.30668,2.89E-04,0.33967,8.41113,1,0,,,,,,,,,,,,,,,,,,,,,,
1183,1.50482,0,0.63015,0.19744,1.93655,0,2.54517,6.02E-06,2.30642,2.79E-04,0.34022,8.41734,1,0,,,,,,,,,,,,,,,,,,,,,,
1184,1.50482,0,0.62607,0.19949,1.93649,0,2.54489,5.61E-06,2.30617,2.69E-04,0.34078,8.42354,1,0,,,,,,,,,,,,,,,,,,,,,,
1185,1.50482,0,6.22E-01,0.20154,1.93643,0,2.54462,5.26E-06,2.30592,2.58E-04,0.34134,8.42974,1,0,,,,,,,,,,,,,,,,,,,,,,
1186,1.50482,0,0.61783,0.20381,1.93637,0,2.54435,4.90E-06,2.30568,2.50E-04,0.3419,8.43595,1,0,,,,,,,,,,,,,,,,,,,,,,
1187,1.50482,0,0.61368,0.20608,1.93631,0,2.54408,4.59E-06,2.30543,2.41E-04,0.34246,8.44215,1,0,,,,,,,,,,,,,,,,,,,,,,
1188,1.50481,0,0.60953,0.20835,1.93625,0,2.54381,4.28E-06,2.30519,2.33E-04,0.34302,8.44835,1,0,,,,,,,,,,,,,,,,,,,,,,
1189,1.50481,0,0.60537,0.21062,1.93619,0,2.54354,4.01E-06,2.30494,2.24E-04,0.34358,8.45456,1,0,,,,,,,,,,,,,,,,,,,,,,
1190,1.50481,0,0.60122,0.21288,1.93613,0,2.54328,3.73E-06,2.3047,2.16E-04,0.34414,8.46076,1,0,,,,,,,,,,,,,,,,,,,,,,
1191,1.50481,0,0.59707,0.21515,1.93607,0,2.54301,3.49E-06,2.30446,2.08E-04,0.3447,8.46696,1,0,,,,,,,,,,,,,,,,,,,,,,
1192,1.50481,0,0.59283,0.21764,1.93601,0,2.54275,3.25E-06,2.30422,2.01E-04,0.34525,8.47317,1,0,,,,,,,,,,,,,,,,,,,,,,
1193,1.50481,0,0.58857,0.22019,1.93595,0,2.54249,3.05E-06,2.30398,1.94E-04,0.34581,8.47937,1,0,,,,,,,,,,,,,,,,,,,,,,
1194,1.50481,0,0.58432,0.22273,1.93589,0,2.54223,2.84E-06,2.30374,1.87E-04,0.34637,8.48557,1,0,,,,,,,,,,,,,,,,,,,,,,
1195,1.50481,0,0.58006,0.22527,1.93583,0,2.54197,2.65E-06,2.30351,1.80E-04,0.34693,8.49178,1,0,,,,,,,,,,,,,,,,,,,,,,
1196,1.50481,0,0.5758,0.22781,1.93577,0,2.54171,2.47E-06,2.30327,1.74E-04,0.34749,8.49798,1,0,,,,,,,,,,,,,,,,,,,,,,
1197,1.5048,0,0.57154,0.23036,1.93571,0,2.54146,2.31E-06,2.30304,1.68E-04,0.34805,8.50418,1,0,,,,,,,,,,,,,,,,,,,,,,
1198,1.5048,0,0.56732,0.23306,1.93565,0,2.5412,2.15E-06,2.30281,1.62E-04,0.34861,8.51039,1,0,,,,,,,,,,,,,,,,,,,,,,
1199,1.5048,0,0.5631,0.23584,1.93559,0,2.54095,2.01E-06,2.30258,1.56E-04,0.34917,8.51659,1,0,,,,,,,,,,,,,,,,,,,,,,
1200,1.5048,0,0.55889,0.23862,1.93553,0,2.5407,1.87E-06,2.30235,1.50E-04,0.34973,8.52279,1,0,,,,,,,,,,,,,,,,,,,,,,
1201,1.5048,0,0.55468,0.24139,1.93547,0,2.54045,1.75E-06,2.30212,1.45E-04,0.35029,8.529,1,0,,,,,,,,,,,,,,,,,,,,,,
1202,1.5048,0,0.55046,0.24417,1.93541,0,2.5402,1.63E-06,2.30189,1.39E-04,0.35084,8.5352,1,0,,,,,,,,,,,,,,,,,,,,,,
1203,1.5048,0,0.54625,0.24695,1.93535,0,2.53995,1.52E-06,2.30167,1.34E-04,0.3514,8.5414,1,0,,,,,,,,,,,,,,,,,,,,,,
1204,1.5048,0,0.54201,0.24989,1.93529,0,2.5397,1.42E-06,2.30144,1.29E-04,0.35196,8.54761,1,0,,,,,,,,,,,,,,,,,,,,,,
1205,1.5048,0,0.53776,0.253,1.93523,0,2.53946,1.33E-06,2.30122,1.24E-04,0.35252,8.55381,1,0,,,,,,,,,,,,,,,,,,,,,,
1206,1.5048,0,0.5335,0.25611,1.93517,0,2.53921,1.23E-06,2.301,1.20E-04,0.35308,8.56001,1,0,,,,,,,,,,,,,,,,,,,,,,
1207,1.50479,0,0.52924,0.25922,1.93511,0,2.53897,1.15E-06,2.30078,1.16E-04,0.35364,8.56622,1,0,,,,,,,,,,,,,,,,,,,,,,
1208,1.50479,0,0.52498,0.26233,1.93505,0,2.53873,1.07E-06,2.30056,1.12E-04,0.3542,8.57242,1,0,,,,,,,,,,,,,,,,,,,,,,
1209,1.50479,0,0.52073,0.26545,1.93499,0,2.53849,1.00E-06,2.30034,1.07E-04,0.35476,8.57862,1,0,,,,,,,,,,,,,,,,,,,,,,
1210,1.50479,0,0.51652,0.26866,1.93493,0,2.53825,9.31E-07,2.30012,1.03E-04,0.35532,8.58483,1,0,,,,,,,,,,,,,,,,,,,,,,
1211,1.50479,0,0.5124,0.27203,1.93487,0,2.53801,8.69E-07,2.2999,9.97E-05,0.35587,8.59103,1,0,,,,,,,,,,,,,,,,,,,,,,
1212,1.50479,0,0.50828,0.2754,1.93481,0,2.53777,8.08E-07,2.29969,9.61E-05,0.35643,8.59723,1,0,,,,,,,,,,,,,,,,,,,,,,
1213,1.50479,0,0.50416,0.27877,1.93475,0,2.53754,7.55E-07,2.29947,9.26E-05,0.35699,8.60344,1,0,,,,,,,,,,,,,,,,,,,,,,
1214,1.50479,0,0.50003,0.28214,1.93469,0,2.5373,7.01E-07,2.29926,8.91E-05,0.35755,8.60964,1,0,,,,,,,,,,,,,,,,,,,,,,
1215,1.50479,0,0.49591,0.28551,1.93463,0,2.53707,6.55E-07,2.29904,8.56E-05,0.35811,8.61584,1,0,,,,,,,,,,,,,,,,,,,,,,
1216,1.50478,0,0.4918,0.28895,1.93457,0,2.53684,6.09E-07,2.29883,8.26E-05,0.35867,8.62205,1,0,,,,,,,,,,,,,,,,,,,,,,
1217,1.50478,0,0.48773,0.29269,1.93451,0,2.53661,5.68E-07,2.29862,7.97E-05,0.35923,8.62825,1,0,,,,,,,,,,,,,,,,,,,,,,
1218,1.50478,0,0.48365,0.29644,1.93445,0,2.53638,5.28E-07,2.29841,7.67E-05,0.35979,8.63446,1,0,,,,,,,,,,,,,,,,,,,,,,
1219,1.50478,0,0.47958,0.30018,1.93439,0,2.53615,4.93E-07,2.2982,7.38E-05,0.36035,8.64066,1,0,,,,,,,,,,,,,,,,,,,,,,
1220,1.50478,0,0.47551,0.30392,1.93433,0,2.53592,4.58E-07,2.29799,7.09E-05,0.3609,8.64686,1,0,,,,,,,,,,,,,,,,,,,,,,
1221,1.50478,0,0.47144,0.30767,1.93427,0,2.53569,4.27E-07,2.29779,6.84E-05,0.36146,8.65307,1,0,,,,,,,,,,,,,,,,,,,,,,
1222,1.50478,0,0.46739,0.31143,1.93421,0,2.53547,3.97E-07,2.29758,6.60E-05,0.36202,8.65927,1,0,,,,,,,,,,,,,,,,,,,,,,
1223,1.50478,0,0.46357,0.31542,1.93415,0,2.53524,3.70E-07,2.29738,6.35E-05,0.36258,8.66547,1,0,,,,,,,,,,,,,,,,,,,,,,
1224,1.50478,0,0.45974,0.3194,1.93409,0,2.53502,3.44E-07,2.29717,6.11E-05,0.36314,8.67168,1,0,,,,,,,,,,,,,,,,,,,,,,
1225,1.50477,0,0.45592,0.32338,1.93403,0,2.5348,3.21E-07,2.29697,5.86E-05,0.3637,8.67788,1,0,,,,,,,,,,,,,,,,,,,,,,
1226,1.50477,0,0.4521,0.32737,1.93397,0,2.53457,2.98E-07,2.29677,5.66E-05,0.36426,8.68408,1,0,,,,,,,,,,,,,,,,,,,,,,
1227,1.50477,0,0.44827,0.33135,1.93391,0,2.53435,2.78E-07,2.29657,5.45E-05,0.36482,8.69029,1,0,,,,,,,,,,,,,,,,,,,,,,
1228,1.50477,0,0.44445,0.33533,1.93385,0,2.53413,2.58E-07,2.29637,5.25E-05,0.36538,8.69649,1,0,,,,,,,,,,,,,,,,,,,,,,
1229,1.50477,0,0.44079,0.33962,1.93379,0,2.53391,2.40E-07,2.29617,5.05E-05,0.36594,8.70269,1,0,,,,,,,,,,,,,,,,,,,,,,
1230,1.50477,0,0.43715,0.34394,1.93373,0,2.5337,2.23E-07,2.29597,4.84E-05,0.36649,8.7089,1,0,,,,,,,,,,,,,,,,,,,,,,
1231,1.50477,0,0.43351,0.34825,1.93367,0,2.53348,2.08E-07,2.29577,4.67E-05,0.36705,8.7151,1,0,,,,,,,,,,,,,,,,,,,,,,
1232,1.50477,0,0.42987,0.35257,1.93361,0,2.53326,1.93E-07,2.29558,4.50E-05,0.36761,8.7213,1,0,,,,,,,,,,,,,,,,,,,,,,
1233,1.50477,0,0.42623,0.35689,1.93355,0,2.53305,1.80E-07,2.29538,4.34E-05,0.36817,8.72751,1,0,,,,,,,,,,,,,,,,,,,,,,
1234,1.50477,0,0.4226,0.36121,1.93349,0,2.53284,1.67E-07,2.29518,4.17E-05,0.36873,8.73371,1,0,,,,,,,,,,,,,,,,,,,,,,
1235,1.50476,0,0.41919,0.36571,1.93343,0,2.53262,1.56E-07,2.29499,4.00E-05,0.36929,8.73991,1,0,,,,,,,,,,,,,,,,,,,,,,
1236,1.50476,0,0.41584,0.37025,1.93337,0,2.53241,1.44E-07,2.2948,3.86E-05,0.36985,8.74612,1,0,,,,,,,,,,,,,,,,,,,,,,
1237,1.50476,0,0.41249,0.37479,1.93331,0,2.5322,1.35E-07,2.29461,3.72E-05,0.37041,8.75232,1,0,,,,,,,,,,,,,,,,,,,,,,
1238,1.50476,0,0.40914,0.37933,1.93325,0,2.53199,1.25E-07,2.29441,3.58E-05,0.37097,8.75852,1,0,,,,,,,,,,,,,,,,,,,,,,
1239,1.50476,0,0.40579,0.38387,1.93319,0,2.53178,1.16E-07,2.29422,3.44E-05,0.37152,8.76473,1,0,,,,,,,,,,,,,,,,,,,,,,
1240,1.50476,0,0.40245,0.38842,1.93313,0,2.53157,1.08E-07,2.29403,3.30E-05,0.37209,8.76997,1,0,,,,,,,,,,,,,,,,,,,,,,
1241,1.50476,0,0.39932,0.39307,1.93307,0,2.53137,1.01E-07,2.29384,3.18E-05,0.37267,8.76978,1,0,,,,,,,,,,,,,,,,,,,,,,
1242,1.50476,0,0.39629,0.39778,1.93301,0,2.53116,9.32E-08,2.29366,3.06E-05,0.37325,8.76959,1,0,,,,,,,,,,,,,,,,,,,,,,
1243,1.50476,0,0.39327,0.40249,1.93295,0,2.53095,8.69E-08,2.29347,2.95E-05,0.37383,8.7694,1,0,,,,,,,,,,,,,,,,,,,,,,
1244,1.50475,0,0.39024,0.40719,1.93289,0,2.53075,8.05E-08,2.29328,2.83E-05,0.37442,8.76921,1,0,,,,,,,,,,,,,,,,,,,,,,
1245,1.50475,0,0.38721,0.4119,1.93283,0,2.53055,7.50E-08,2.29309,2.72E-05,0.375,8.76901,1,0,,,,,,,,,,,,,,,,,,,,,,
1246,1.50475,0,0.38418,0.41661,1.93277,0,2.53034,6.95E-08,2.29291,2.62E-05,0.37558,8.76882,1,0,,,,,,,,,,,,,,,,,,,,,,
1247,1.50475,0,0.38135,0.42137,1.93271,0,2.53014,6.47E-08,2.29273,2.52E-05,0.37616,8.76863,1,0,,,,,,,,,,,,,,,,,,,,,,
1248,1.50475,0,0.37866,0.42618,1.93265,0,2.52994,6.00E-08,2.29254,2.43E-05,0.37675,8.76844,1,0,,,,,,,,,,,,,,,,,,,,,,
1249,1.50475,0,0.37596,0.43098,1.93259,0,2.52974,5.59E-08,2.29236,2.33E-05,0.37733,8.76825,1,0,,,,,,,,,,,,,,,,,,,,,,
1250,1.50475,0,0.37327,0.43579,1.93253,0,2.52954,5.18E-08,2.29218,2.24E-05,0.37791,8.76806,1,0,,,,,,,,,,,,,,,,,,,,,,
1251,1.50475,0,0.37057,0.44059,1.93247,0,2.52934,4.82E-08,2.292,2.16E-05,0.37849,8.76786,1,0,,,,,,,,,,,,,,,,,,,,,,
1252,1.50475,0,0.36788,0.4454,1.93241,0,2.52914,4.47E-08,2.29182,2.08E-05,0.37907,8.76767,1,0,,,,,,,,,,,,,,,,,,,,,,
1253,1.50474,0,0.36534,0.45022,1.93235,0,2.52895,4.16E-08,2.29164,2.00E-05,0.37966,8.76748,1,0,,,,,,,,,,,,,,,,,,,,,,
1254,1.50474,0,0.36297,0.45507,1.93229,0,2.52875,3.85E-08,2.29146,1.92E-05,0.38024,8.76729,1,0,,,,,,,,,,,,,,,,,,,,,,
1255,1.50474,0,0.3606,0.45992,1.93223,0,2.52855,3.59E-08,2.29128,1.84E-05,0.38082,8.7671,1,0,,,,,,,,,,,,,,,,,,,,,,
1256,1.50474,0,0.35823,0.46476,1.93217,0,2.52836,3.32E-08,2.2911,1.77E-05,0.3814,8.76691,1,0,,,,,,,,,,,,,,,,,,,,,,
1257,1.50474,0,0.35586,0.46961,1.93211,0,2.52817,3.09E-08,2.29092,1.71E-05,0.38199,8.76672,1,0,,,,,,,,,,,,,,,,,,,,,,
1258,1.50474,0,0.35349,0.47445,1.93205,0,2.52797,2.86E-08,2.29075,1.64E-05,0.38257,8.76652,1,0,,,,,,,,,,,,,,,,,,,,,,
1259,1.50474,0,0.35124,0.4793,1.93199,0,2.52778,2.66E-08,2.29057,1.58E-05,0.38315,8.76633,1,0,,,,,,,,,,,,,,,,,,,,,,
1260,1.50474,0,0.34918,0.48413,1.93193,0,2.52759,2.47E-08,2.29039,1.51E-05,0.38373,8.76614,1,0,,,,,,,,,,,,,,,,,,,,,,
