Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
614,1.50752,0,1.75324,0.00488,1.99324,0.00186,2.80765,0.25899,2.53571,0.21796,0.20106,3.04235,1,0,,,,,,,,,,,,,,,,,,,,,,
615,1.5075,0,1.75217,0.00491,1.99294,0.00185,2.80695,0.25743,2.53508,0.2166,0.19987,3.04533,1,0,,,,,,,,,,,,,,,,,,,,,,
616,1.50748,0,1.75115,0.00495,1.99264,0.00184,2.80625,0.25587,2.53445,0.21528,0.19868,3.0483,1,0,,,,,,,,,,,,,,,,,,,,,,
617,1.50746,0,1.75014,0.00498,1.99235,0.00183,2.80555,0.25432,2.53381,0.21396,0.19749,3.05128,1,0,,,,,,,,,,,,,,,,,,,,,,
618,1.50743,0,1.74907,0.00501,1.99205,0.00182,2.80485,0.25277,2.53318,0.21263,0.1963,3.05426,1,0,,,,,,,,,,,,,,,,,,,,,,
619,1.50741,0,1.74804,0.00504,1.99176,0.00181,2.80415,0.25124,2.53254,0.21131,0.19511,3.05723,1,0,,,,,,,,,,,,,,,,,,,,,,
620,1.50739,0,1.74704,0.00507,1.99146,0.0018,2.80344,0.24971,2.53191,0.20999,0.19393,3.06004,1,0,,,,,,,,,,,,,,,,,,,,,,
621,1.50737,0,1.74597,0.0051,1.99116,0.00179,2.80274,0.2482,2.53127,0.2087,0.19292,3.06067,1,0,,,,,,,,,,,,,,,,,,,,,,
622,1.50735,0,1.74491,0.00514,1.99086,0.00178,2.80203,0.24668,2.53063,0.20742,0.19192,3.0613,1,0,,,,,,,,,,,,,,,,,,,,,,
623,1.50733,0,1.74385,0.00517,1.99057,0.00177,2.80132,0.24518,2.52999,0.20613,0.19091,3.06193,1,0,,,,,,,,,,,,,,,,,,,,,,
624,1.5073,0,1.74278,0.0052,1.99027,0.00176,2.80061,0.24368,2.52936,0.20485,0.1899,3.06256,1,0,,,,,,,,,,,,,,,,,,,,,,
625,1.50728,0,1.74172,0.00523,1.98997,0.00175,2.7999,0.2422,2.52872,0.20356,0.18889,3.06319,1,0,,,,,,,,,,,,,,,,,,,,,,
626,1.50726,0,1.74072,0.00527,1.98967,0.00174,2.79919,0.24072,2.52807,0.20231,0.18789,3.06382,1,0,,,,,,,,,,,,,,,,,,,,,,
627,1.50724,0,1.73968,0.0053,1.98937,0.00173,2.79848,0.23925,2.52743,0.20106,0.18688,3.06445,1,0,,,,,,,,,,,,,,,,,,,,,,
628,1.50722,0,1.73861,0.00533,1.98908,0.00172,2.79777,0.23778,2.52679,0.19981,0.18587,3.06508,1,0,,,,,,,,,,,,,,,,,,,,,,
629,1.5072,0,1.73755,0.00536,1.98878,0.00171,2.79705,0.23633,2.52615,0.19856,0.18487,3.06571,1,0,,,,,,,,,,,,,,,,,,,,,,
630,1.50718,0,1.73648,0.0054,1.98848,0.0017,2.79634,0.23488,2.52551,0.19731,0.18386,3.06634,1,0,,,,,,,,,,,,,,,,,,,,,,
631,1.50715,0,1.73541,0.00543,1.98818,0.00169,2.79562,0.23344,2.52486,0.1961,0.18285,3.06697,1,0,,,,,,,,,,,,,,,,,,,,,,
632,1.50713,0,1.73434,0.00547,1.98788,0.00168,2.7949,0.232,2.52422,0.19488,0.18185,3.0676,1,0,,,,,,,,,,,,,,,,,,,,,,
633,1.50711,0,1.73328,0.0055,1.98759,0.00167,2.79419,0.23058,2.52358,0.19367,0.18084,3.06823,1,0,,,,,,,,,,,,,,,,,,,,,,
634,1.50709,0,1.73221,0.00553,1.98729,0.00166,2.79347,0.22916,2.52293,0.19245,0.17983,3.06885,1,0,,,,,,,,,,,,,,,,,,,,,,
635,1.50707,0,1.73115,0.00557,1.98699,0.00165,2.79275,0.22775,2.52229,0.19124,0.17883,3.06948,1,0,,,,,,,,,,,,,,,,,,,,,,
636,1.50706,0,1.73008,0.0056,1.98669,0.00164,2.79203,0.22634,2.52164,0.19005,0.17787,3.07086,1,0,,,,,,,,,,,,,,,,,,,,,,
637,1.50704,0,1.72902,0.00564,1.9864,0.00163,2.79131,0.22495,2.521,0.18887,0.17715,3.07564,1,0,,,,,,,,,,,,,,,,,,,,,,
638,1.50703,0,1.72795,0.00567,1.9861,0.00162,2.79059,0.22356,2.52035,0.18769,0.17644,3.08042,1,0,,,,,,,,,,,,,,,,,,,,,,
639,1.50701,0,1.72688,0.00571,1.98581,0.00161,2.78986,0.22218,2.5197,0.18651,0.17572,3.08521,1,0,,,,,,,,,,,,,,,,,,,,,,
640,1.507,0,1.72582,0.00574,1.98551,0.0016,2.78914,0.2208,2.51906,0.18533,0.175,3.08999,1,0,,,,,,,,,,,,,,,,,,,,,,
641,1.50698,0,1.72475,5.78E-03,1.98521,0.00159,2.78842,0.21944,2.51841,0.18418,0.17428,3.09477,1,0,,,,,,,,,,,,,,,,,,,,,,
642,1.50697,0,1.72369,5.81E-03,1.98491,0.00158,2.78769,0.21807,2.51776,0.18303,0.17357,3.09955,1,0,,,,,,,,,,,,,,,,,,,,,,
643,1.50695,0,1.72262,5.85E-03,1.98462,0.00157,2.78697,0.21672,2.51711,0.18188,0.17285,3.10433,1,0,,,,,,,,,,,,,,,,,,,,,,
644,1.50694,0,1.72155,5.89E-03,1.98432,0.00156,2.78624,0.21537,2.51646,0.18073,0.17213,3.10912,1,0,,,,,,,,,,,,,,,,,,,,,,
645,1.50692,0,1.72048,5.92E-03,1.98402,0.00155,2.78551,0.21404,2.51582,0.17958,0.17142,3.1139,1,0,,,,,,,,,,,,,,,,,,,,,,
646,1.50691,0,1.71942,5.96E-03,1.98372,0.00154,2.78479,0.2127,2.51517,0.17846,0.1707,3.11868,1,0,,,,,,,,,,,,,,,,,,,,,,
647,1.50689,0,1.71835,6.00E-03,1.98342,0.00153,2.78406,0.21138,2.51452,0.17734,0.16998,3.12346,1,0,,,,,,,,,,,,,,,,,,,,,,
648,1.50688,0,1.71723,6.03E-03,1.98313,0.00152,2.78333,0.21006,2.51387,0.17622,0.16926,3.12824,1,0,,,,,,,,,,,,,,,,,,,,,,
649,1.50686,0,1.71612,6.07E-03,1.98283,0.00151,2.7826,0.20875,2.51322,0.1751,0.16855,3.13302,1,0,,,,,,,,,,,,,,,,,,,,,,
650,1.50685,0,1.71505,6.11E-03,1.98253,0.0015,2.78187,0.20744,2.51257,0.17398,0.16783,3.13781,1,0,,,,,,,,,,,,,,,,,,,,,,
651,1.50683,0,1.71399,6.14E-03,1.98223,0.00149,2.78114,0.20615,2.51192,0.1729,0.16711,3.14259,1,0,,,,,,,,,,,,,,,,,,,,,,
652,1.50682,0,1.71291,6.18E-03,1.98193,0.00148,2.78041,0.20485,2.51127,0.17181,0.16639,3.14737,1,0,,,,,,,,,,,,,,,,,,,,,,
653,1.5068,0,1.71178,6.22E-03,1.98164,0.00147,2.77968,0.20357,2.51062,0.17072,0.16587,3.15755,1,0,,,,,,,,,,,,,,,,,,,,,,
654,1.50679,0,1.71069,6.26E-03,1.98134,0.00146,2.77895,0.20229,2.50996,0.16963,0.16559,3.17432,1,0,,,,,,,,,,,,,,,,,,,,,,
655,1.50677,0,1.70962,6.30E-03,1.98104,0.00145,2.77821,0.20102,2.50931,0.16854,0.16531,3.19108,1,0,,,,,,,,,,,,,,,,,,,,,,
656,1.50676,0,1.70855,6.34E-03,1.98077,0.00144,2.77748,0.19976,2.50866,0.16748,0.16502,3.20785,1,0,,,,,,,,,,,,,,,,,,,,,,
657,1.50674,0,1.70746,6.37E-03,1.98051,0.00143,2.77675,0.1985,2.50801,0.16642,0.16474,3.22462,1,0,,,,,,,,,,,,,,,,,,,,,,
658,1.50673,0,1.70634,6.41E-03,1.98024,0.00142,2.77601,0.19725,2.50736,0.16537,0.16446,3.24139,1,0,,,,,,,,,,,,,,,,,,,,,,
659,1.50671,0,1.70525,6.45E-03,1.97998,0.00141,2.77528,0.196,2.50671,0.16431,0.16417,3.25816,1,0,,,,,,,,,,,,,,,,,,,,,,
660,1.5067,0,1.70418,6.49E-03,1.97971,0.0014,2.77454,0.19476,2.50605,0.16325,0.16389,3.27493,1,0,,,,,,,,,,,,,,,,,,,,,,
661,1.50668,0,1.70304,6.53E-03,1.97951,0.00139,2.77381,0.19353,2.5054,0.16222,0.1636,3.2917,1,0,,,,,,,,,,,,,,,,,,,,,,
662,1.50667,0,1.70192,6.57E-03,1.97931,0.00138,2.77307,0.1923,2.50475,0.16119,0.16332,3.30847,1,0,,,,,,,,,,,,,,,,,,,,,,
663,1.50665,0,1.70079,6.61E-03,1.97911,0.00137,2.77234,0.19109,2.5041,0.16016,0.16304,3.32524,1,0,,,,,,,,,,,,,,,,,,,,,,
664,1.50664,0,1.69972,6.65E-03,1.97891,0.00136,2.7716,0.18987,2.50344,0.15913,0.16275,3.34201,1,0,,,,,,,,,,,,,,,,,,,,,,
665,1.50662,0,1.69863,6.69E-03,1.97871,0.00135,2.77086,0.18867,2.50279,0.1581,0.16247,3.35878,1,0,,,,,,,,,,,,,,,,,,,,,,
666,1.50661,0,1.69749,6.73E-03,1.97851,0.00134,2.77013,0.18746,2.50214,0.1571,0.16219,3.37555,1,0,,,,,,,,,,,,,,,,,,,,,,
667,1.50659,0,1.69637,6.77E-03,1.97831,0.00133,2.76939,0.18627,2.50149,0.15609,0.1619,3.39232,1,0,,,,,,,,,,,,,,,,,,,,,,
668,1.50658,0,1.69525,6.81E-03,1.97812,0.00132,2.76865,0.18508,2.50083,0.15509,0.16162,3.40909,1,0,,,,,,,,,,,,,,,,,,,,,,
669,1.50656,0,1.69418,6.86E-03,1.97792,0.00131,2.76791,0.1839,2.50018,0.15409,0.16134,3.42585,1,0,,,,,,,,,,,,,,,,,,,,,,
670,1.50655,0,1.69308,6.90E-03,1.97772,0.0013,2.76717,0.18272,2.49953,0.15309,0.16105,3.44262,1,0,,,,,,,,,,,,,,,,,,,,,,
671,1.50653,0,1.69194,6.94E-03,1.97752,0.00129,2.76643,0.18156,2.49887,0.15211,0.16096,3.46122,1,0,,,,,,,,,,,,,,,,,,,,,,
672,1.50652,0,1.69082,6.98E-03,1.97732,0.00128,2.76569,0.18039,2.49822,0.15114,0.1609,3.48024,1,0,,,,,,,,,,,,,,,,,,,,,,
673,1.5065,0,1.68969,7.02E-03,1.97713,0.00127,2.76495,0.17923,2.49757,0.15016,0.16085,3.49926,1,0,,,,,,,,,,,,,,,,,,,,,,
674,1.50649,0,1.68856,7.07E-03,1.97693,0.00126,2.76421,0.17808,2.49691,0.14919,0.1608,3.51828,1,0,,,,,,,,,,,,,,,,,,,,,,
675,1.50647,0,1.68743,7.11E-03,1.97673,0.00125,2.76347,0.17694,2.49626,0.14821,0.16074,3.53731,1,0,,,,,,,,,,,,,,,,,,,,,,
676,1.50646,0,1.6863,7.15E-03,1.97653,0.00124,2.76273,0.17579,2.49561,0.14726,0.16069,3.55633,1,0,,,,,,,,,,,,,,,,,,,,,,
677,1.50645,0,1.68517,7.19E-03,1.97633,0.00123,2.76199,0.17466,2.49495,0.14631,0.16063,3.57535,1,0,,,,,,,,,,,,,,,,,,,,,,
678,1.50643,0,1.68404,0.00724,1.97614,0.00122,2.76125,0.17353,2.4943,0.14536,0.16058,3.59437,1,0,,,,,,,,,,,,,,,,,,,,,,
679,1.50642,0,1.68291,0.00728,1.97594,0.00121,2.76051,0.17241,2.49365,0.14441,0.16053,3.61339,1,0,,,,,,,,,,,,,,,,,,,,,,
680,1.5064,0,1.68178,0.00733,1.97574,0.0012,2.75976,0.17129,2.49299,0.14346,0.16047,3.63242,1,0,,,,,,,,,,,,,,,,,,,,,,
681,1.50639,0,1.68065,0.00737,1.97554,0.00119,2.75902,0.17018,2.49234,0.14254,0.16042,3.65144,1,0,,,,,,,,,,,,,,,,,,,,,,
682,1.50637,0,1.67952,0.00741,1.97534,0.00118,2.75828,0.16908,2.49168,0.14162,0.16037,3.67046,1,0,,,,,,,,,,,,,,,,,,,,,,
683,1.50636,0,1.67839,0.00746,1.97515,0.00117,2.75753,0.16798,2.49103,0.14069,0.16031,3.68948,1,0,,,,,,,,,,,,,,,,,,,,,,
684,1.50634,0,1.67726,0.0075,1.97495,0.00116,2.75679,0.16688,2.49038,0.13977,0.16026,3.7085,1,0,,,,,,,,,,,,,,,,,,,,,,
685,1.50633,0,1.67613,0.00755,1.97475,0.00115,2.75605,0.1658,2.48972,0.13885,0.1602,3.72753,1,0,,,,,,,,,,,,,,,,,,,,,,
686,1.50632,0,1.67496,0.00759,1.97455,0.00114,2.7553,0.16471,2.48907,0.13795,0.16015,3.74655,1,0,,,,,,,,,,,,,,,,,,,,,,
687,1.50631,0,1.67377,0.00764,1.97435,0.00113,2.75456,0.16364,2.48842,0.13705,0.1601,3.76557,1,0,,,,,,,,,,,,,,,,,,,,,,
688,1.5063,0,1.67264,0.00769,1.97416,0.00112,2.75382,0.16257,2.48776,0.13615,0.16004,3.78459,1,0,,,,,,,,,,,,,,,,,,,,,,
689,1.50629,0,1.67151,0.00773,1.97396,0.00111,2.75307,0.1615,2.48711,0.13525,0.16001,3.80278,1,0,,,,,,,,,,,,,,,,,,,,,,
690,1.50628,0,1.67038,0.00778,1.97376,0.0011,2.75233,0.16044,2.48645,0.13435,0.16006,3.8174,1,0,,,,,,,,,,,,,,,,,,,,,,
691,1.50627,0,1.6692,0.00783,1.97356,0.00109,2.75158,0.15939,2.4858,0.13348,0.16011,3.83201,1,0,,,,,,,,,,,,,,,,,,,,,,
692,1.50626,0,1.66802,0.00787,1.97336,0.00108,2.75084,0.15834,2.48515,0.1326,0.16016,3.84663,1,0,,,,,,,,,,,,,,,,,,,,,,
693,1.50625,0,1.66689,0.00792,1.97317,0.00107,2.75009,0.15729,2.48449,0.13173,0.16021,3.86125,1,0,,,,,,,,,,,,,,,,,,,,,,
694,1.50624,0,1.66576,0.00797,1.97297,0.00106,2.74934,0.15625,2.48384,0.13085,0.16026,3.87587,1,0,,,,,,,,,,,,,,,,,,,,,,
695,1.50623,0,1.66463,0.00801,1.97277,0.00105,2.7486,0.15522,2.48319,0.12998,0.16031,3.89049,1,0,,,,,,,,,,,,,,,,,,,,,,
696,1.50622,0,1.66343,0.00806,1.97257,0.00104,2.74785,0.15419,2.48253,0.12912,0.16037,3.90511,1,0,,,,,,,,,,,,,,,,,,,,,,
697,1.50621,0,1.66227,0.00811,1.97237,0.00103,2.74711,0.15317,2.48188,0.12827,0.16042,3.91972,1,0,,,,,,,,,,,,,,,,,,,,,,
698,1.5062,0,1.66114,0.00816,1.97218,0.00102,2.74636,0.15215,2.48122,0.12742,0.16047,3.93434,1,0,,,,,,,,,,,,,,,,,,,,,,
699,1.50619,0,1.65995,0.00821,1.97198,0.00101,2.74561,0.15114,2.48057,0.12657,0.16052,3.94896,1,0,,,,,,,,,,,,,,,,,,,,,,
700,1.50618,0,1.65875,0.00826,1.97178,1.00E-03,2.74486,0.15013,2.47992,0.12572,0.16057,3.96358,1,0,,,,,,,,,,,,,,,,,,,,,,
701,1.50617,0,1.65756,0.00831,1.97158,9.90E-04,2.74412,0.14914,2.47926,0.12489,0.16062,3.9782,1,0,,,,,,,,,,,,,,,,,,,,,,
702,1.50616,0,1.65641,0.00836,1.97138,9.80E-04,2.74337,0.14814,2.47861,0.12406,0.16067,3.99282,1,0,,,,,,,,,,,,,,,,,,,,,,
703,1.50615,0,1.65528,0.0084,1.97119,9.70E-04,2.74262,0.14715,2.47796,0.12323,0.16072,4.00744,1,0,,,,,,,,,,,,,,,,,,,,,,
704,1.50614,0,1.65409,0.00846,1.97099,9.60E-04,2.74187,0.14616,2.4773,0.1224,0.16077,4.02205,1,0,,,,,,,,,,,,,,,,,,,,,,
705,1.50613,0,1.65289,0.00851,1.97079,9.50E-04,2.74113,0.14518,2.47665,0.12157,0.16082,4.03667,1,0,,,,,,,,,,,,,,,,,,,,,,
706,1.50612,0,1.6517,0.00856,1.97059,9.40E-04,2.74038,0.1442,2.47599,0.12077,0.16087,4.05129,1,0,,,,,,,,,,,,,,,,,,,,,,
707,1.50611,0,1.6505,0.00861,1.97039,9.30E-04,2.73963,0.14324,2.47534,0.11996,0.16092,4.06591,1,0,,,,,,,,,,,,,,,,,,,,,,
708,1.5061,0,1.64931,0.00866,1.9702,9.20E-04,2.73888,0.14227,2.47469,0.11915,0.16098,4.08053,1,0,,,,,,,,,,,,,,,,,,,,,,
709,1.50609,0,1.64811,0.00871,1.97,9.10E-04,2.73813,0.14131,2.47403,0.11835,0.16107,4.09428,1,0,,,,,,,,,,,,,,,,,,,,,,
710,1.50608,0,1.64692,0.00876,1.9698,9.00E-04,2.73738,0.14035,2.47338,0.11754,0.16122,4.10721,1,0,,,,,,,,,,,,,,,,,,,,,,
711,1.50607,0,1.64573,0.00881,1.9696,8.90E-04,2.73663,0.1394,2.47273,0.11675,0.16136,4.12014,1,0,,,,,,,,,,,,,,,,,,,,,,
712,1.50606,0,1.64454,0.00887,1.9694,8.80E-04,2.73588,0.13845,2.47207,0.11597,0.16151,4.13307,1,0,,,,,,,,,,,,,,,,,,,,,,
713,1.50605,0,1.64334,0.00892,1.96921,8.70E-04,2.73513,0.13752,2.47142,0.11518,0.16165,4.146,1,0,,,,,,,,,,,,,,,,,,,,,,
714,1.50604,0,1.64215,0.00897,1.96901,8.60E-04,2.73438,0.13658,2.47076,0.1144,0.16179,4.15893,1,0,,,,,,,,,,,,,,,,,,,,,,
715,1.50603,0,1.64095,0.00902,1.96881,8.50E-04,2.73363,0.13565,2.47011,0.11361,0.16194,4.17186,1,0,,,,,,,,,,,,,,,,,,,,,,
716,1.50602,0,1.63976,0.00908,1.96861,8.40E-04,2.73288,0.13472,2.46946,0.11285,0.16208,4.18479,1,0,,,,,,,,,,,,,,,,,,,,,,
717,1.50601,0,1.63856,0.00913,1.96841,8.30E-04,2.73213,0.1338,2.4688,0.11209,0.16223,4.19772,1,0,,,,,,,,,,,,,,,,,,,,,,
718,1.506,0,1.63737,0.00919,1.96822,8.20E-04,2.73138,0.13288,2.46815,0.11132,0.16237,4.21064,1,0,,,,,,,,,,,,,,,,,,,,,,
719,1.50599,0,1.63618,0.00924,1.96802,8.10E-04,2.73063,0.13197,2.46749,0.11056,0.16251,4.22357,1,0,,,,,,,,,,,,,,,,,,,,,,
720,1.50598,0,1.63499,0.00929,1.96782,8.00E-04,2.72988,0.13106,2.46684,0.10979,0.16266,4.2365,1,0,,,,,,,,,,,,,,,,,,,,,,
721,1.50597,0,1.63376,0.00935,1.96762,7.90E-04,2.72913,0.13016,2.46618,0.10905,0.1628,4.24943,1,0,,,,,,,,,,,,,,,,,,,,,,
722,1.50596,0,1.6325,0.0094,1.96742,7.80E-04,2.72838,0.12926,2.46553,0.1083,0.16295,4.26236,1,0,,,,,,,,,,,,,,,,,,,,,,
723,1.50595,0,1.6313,0.00946,1.96723,7.70E-04,2.72762,0.12837,2.46487,0.10756,0.16309,4.27529,1,0,,,,,,,,,,,,,,,,,,,,,,
724,1.50594,0,1.63008,0.00952,1.96703,7.60E-04,2.72687,0.12748,2.46422,0.10682,0.16323,4.28822,1,0,,,,,,,,,,,,,,,,,,,,,,
725,1.50593,0,1.62883,0.00957,1.96683,7.50E-04,2.72612,0.1266,2.46357,0.10607,0.16338,4.30115,1,0,,,,,,,,,,,,,,,,,,,,,,
726,1.50592,0,1.62762,0.00963,1.96663,7.40E-04,2.72537,0.12572,2.46291,0.10535,0.16352,4.31408,1,0,,,,,,,,,,,,,,,,,,,,,,
727,1.50591,0,1.62641,0.00969,1.96643,7.30E-04,2.72461,0.12485,2.46225,0.10463,0.16367,4.327,1,0,,,,,,,,,,,,,,,,,,,,,,
728,1.5059,0,1.62515,0.00974,1.96624,7.20E-04,2.72386,0.12397,2.4616,0.1039,0.16381,4.33993,1,0,,,,,,,,,,,,,,,,,,,,,,
729,1.50589,0,1.62394,0.0098,1.96604,7.10E-04,2.72311,0.12311,2.46094,0.10318,0.16395,4.35286,1,0,,,,,,,,,,,,,,,,,,,,,,
730,1.50588,0,1.62274,0.00986,1.96584,7.00E-04,2.72235,0.12225,2.46029,0.10245,0.16418,4.36479,1,0,,,,,,,,,,,,,,,,,,,,,,
731,1.50587,0,1.62148,0.00992,1.96564,6.90E-04,2.7216,0.12139,2.45963,0.10175,0.16446,4.37624,1,0,,,,,,,,,,,,,,,,,,,,,,
732,1.50586,0,1.62025,0.00997,1.96544,6.80E-04,2.72084,0.12054,2.45898,0.10104,0.16473,4.38769,1,0,,,,,,,,,,,,,,,,,,,,,,
733,1.50586,0,1.61905,0.01003,1.96525,6.70E-04,2.72009,0.11969,2.45832,0.10034,0.165,4.39914,1,0,,,,,,,,,,,,,,,,,,,,,,
734,1.50585,0,1.6178,0.01009,1.96505,6.60E-04,2.71933,0.11885,2.45766,0.09964,0.16527,4.41059,1,0,,,,,,,,,,,,,,,,,,,,,,
735,1.50584,0,1.61655,0.01015,1.96485,6.50E-04,2.71858,0.11801,2.45701,0.09893,0.16554,4.42204,1,0,,,,,,,,,,,,,,,,,,,,,,
736,1.50583,0,1.6153,0.01021,1.96465,6.40E-04,2.71782,0.11717,2.45635,0.09825,0.16581,4.4335,1,0,,,,,,,,,,,,,,,,,,,,,,
737,1.50582,0,1.61405,0.01027,1.96445,6.30E-04,2.71707,0.11635,2.45569,0.09756,0.16608,4.44495,1,0,,,,,,,,,,,,,,,,,,,,,,
738,1.50581,0,1.61279,0.01033,1.96426,6.20E-04,2.71631,0.11552,2.45503,0.09687,0.16636,4.4564,1,0,,,,,,,,,,,,,,,,,,,,,,
739,1.5058,0,1.61153,0.01039,1.96406,6.10E-04,2.71555,0.1147,2.45438,0.09619,0.16663,4.46785,1,0,,,,,,,,,,,,,,,,,,,,,,
740,1.50579,0,1.61027,0.01045,1.96386,6.00E-04,2.7148,0.11388,2.45372,0.0955,0.1669,4.4793,1,0,,,,,,,,,,,,,,,,,,,,,,
741,1.50578,0,1.60901,0.01051,1.96366,5.90E-04,2.71404,0.11307,2.45306,0.09484,0.16717,4.49075,1,0,,,,,,,,,,,,,,,,,,,,,,
742,1.50576,0,1.60776,0.01058,1.96346,5.80E-04,2.71328,0.11226,2.4524,0.09417,0.16744,4.5022,1,0,,,,,,,,,,,,,,,,,,,,,,
743,1.50575,0,1.6065,0.01064,1.96327,5.70E-04,2.71252,0.11146,2.45174,0.0935,0.16771,4.51365,1,0,,,,,,,,,,,,,,,,,,,,,,
744,1.50574,0,1.60524,0.0107,1.96307,5.60E-04,2.71177,0.11066,2.45108,0.09284,0.16798,4.52511,1,0,,,,,,,,,,,,,,,,,,,,,,
745,1.50573,0,1.60398,0.01076,1.96287,5.50E-04,2.71101,0.10986,2.45042,0.09217,0.16826,4.53656,1,0,,,,,,,,,,,,,,,,,,,,,,
746,1.50572,0,1.60272,0.01083,1.96267,5.40E-04,2.71025,0.10907,2.44976,0.09152,0.16853,4.54801,1,0,,,,,,,,,,,,,,,,,,,,,,
747,1.50571,0,1.60147,0.01089,1.96247,5.30E-04,2.70949,0.10828,2.4491,0.09087,0.1688,4.55946,1,0,,,,,,,,,,,,,,,,,,,,,,
748,1.5057,0,1.60021,0.01095,1.96228,5.20E-04,2.70873,0.1075,2.44844,0.09022,0.16907,4.57091,1,0,,,,,,,,,,,,,,,,,,,,,,
749,1.50569,0,1.59895,0.01102,1.96208,5.10E-04,2.70797,0.10672,2.44777,0.08957,0.16934,4.58236,1,0,,,,,,,,,,,,,,,,,,,,,,
750,1.50568,0,1.59769,0.01108,1.96188,5.00E-04,2.70721,0.10594,2.44711,0.08892,0.16961,4.59381,1,0,,,,,,,,,,,,,,,,,,,,,,
751,1.50566,0,1.59641,0.01115,1.96168,4.90E-04,2.70644,0.10518,2.44645,0.08829,0.16988,4.60527,1,0,,,,,,,,,,,,,,,,,,,,,,
752,1.50565,0,1.59509,0.01121,1.96148,4.80E-04,2.70568,0.10441,2.44578,0.08766,0.17015,4.61625,1,0,,,,,,,,,,,,,,,,,,,,,,
753,1.50564,0,1.59382,0.01128,1.96129,4.70E-04,2.70492,0.10365,2.44512,0.08703,0.1704,4.62689,1,0,,,,,,,,,,,,,,,,,,,,,,
754,1.50563,0,1.59255,0.01134,1.96109,4.60E-04,2.70416,0.10289,2.44445,0.0864,0.17066,4.63753,1,0,,,,,,,,,,,,,,,,,,,,,,
755,1.50562,0,1.59123,0.01141,1.96089,4.50E-04,2.70339,0.10213,2.44379,0.08577,0.17091,4.64817,1,0,,,,,,,,,,,,,,,,,,,,,,
756,1.50561,0,1.58995,0.01148,1.9607,4.40E-04,2.70263,0.10138,2.44312,0.08516,0.17117,4.65881,1,0,,,,,,,,,,,,,,,,,,,,,,
757,1.5056,0,1.58868,0.01154,1.96052,4.30E-04,2.70186,0.10064,2.44245,0.08454,0.17142,4.66945,1,0,,,,,,,,,,,,,,,,,,,,,,
758,1.50559,0,1.58737,0.01161,1.96033,4.20E-04,2.7011,0.09989,2.44178,0.08393,0.17168,4.68009,1,0,,,,,,,,,,,,,,,,,,,,,,
759,1.50558,0,1.58607,0.01168,1.96015,4.10E-04,2.70033,0.09915,2.44111,0.08332,0.17193,4.69073,1,0,,,,,,,,,,,,,,,,,,,,,,
760,1.50556,0,1.58482,0.01175,1.95996,4.00E-04,2.69956,0.09842,2.44045,0.08271,0.17219,4.70137,1,0,,,,,,,,,,,,,,,,,,,,,,
761,1.50555,0,1.5835,0.01181,1.95989,3.90E-04,2.6988,0.09769,2.43977,0.08211,0.17245,4.71201,1,0,,,,,,,,,,,,,,,,,,,,,,
762,1.50554,0,1.58218,0.01188,1.95982,3.80E-04,2.69803,0.09696,2.4391,0.08152,0.1727,4.72265,1,0,,,,,,,,,,,,,,,,,,,,,,
763,1.50553,0,1.58086,0.01195,1.95974,3.70E-04,2.69726,0.09624,2.43843,0.08092,0.17296,4.73329,1,0,,,,,,,,,,,,,,,,,,,,,,
764,1.50552,0,1.57954,0.01202,1.95967,3.60E-04,2.69649,0.09552,2.43775,0.08033,0.17321,4.74393,1,0,,,,,,,,,,,,,,,,,,,,,,
765,1.50551,0,1.57822,0.01209,1.9596,3.50E-04,2.69572,0.0948,2.43708,0.07973,0.17347,4.75456,1,0,,,,,,,,,,,,,,,,,,,,,,
766,1.5055,0,1.5769,0.01216,1.95953,3.40E-04,2.69495,0.09409,2.4364,0.07915,0.17372,4.7652,1,0,,,,,,,,,,,,,,,,,,,,,,
767,1.50549,0,1.57561,0.01223,1.95946,3.30E-04,2.69417,0.09339,2.43572,0.07858,0.17398,4.77584,1,0,,,,,,,,,,,,,,,,,,,,,,
768,1.50547,0,1.57435,0.0123,1.95938,3.20E-04,2.6934,0.09268,2.43504,0.078,0.17423,4.78648,1,0,,,,,,,,,,,,,,,,,,,,,,
769,1.50546,0,1.57304,0.01238,1.95931,3.10E-04,2.69263,0.09198,2.43436,0.07742,0.17449,4.79712,1,0,,,,,,,,,,,,,,,,,,,,,,
770,1.50545,0,1.57169,0.01245,1.95924,3.00E-04,2.69185,0.09128,2.43368,0.07684,0.17475,4.80776,1,0,,,,,,,,,,,,,,,,,,,,,,
771,1.50544,0,1.5703,0.01252,1.95917,2.90E-04,2.69108,0.09059,2.433,0.07629,0.175,4.8184,1,0,,,,,,,,,,,,,,,,,,,,,,
772,1.50543,0,1.56896,0.01259,1.95909,2.80E-04,2.6903,0.0899,2.43231,0.07573,0.17526,4.82904,1,0,,,,,,,,,,,,,,,,,,,,,,
773,1.50542,0,1.56764,0.01267,1.95902,2.70E-04,2.68952,0.08922,2.43163,0.07517,0.17551,4.83968,1,0,,,,,,,,,,,,,,,,,,,,,,
